,channelid,videoid,video_title,video_description,topiccategories,videothumbnails,videotags,videocommentcount,videodislikecount,videolikeCount,videoviewcount,categoryId
138,UCIEv3lZ_tNXHzL3ox-_uUGQ,DKLbnphelLE,Owner Admits To NOT CLEANING HER OWN DIARRHEA  | Hotel Hell,How can things get any worse? Gordon Ramsay Ultimate Fit Food - https://amzn.to/2zfvgGh Subscribe for weekly cooking videos. If you liked this clip check out ...,"['Television_program', 'Entertainment']",https://i.ytimg.com/vi/DKLbnphelLE/hqdefault.jpg,"['Gordon', 'Gordon Ramsay', 'Ramsay', 'Ramsey', 'Chef Ramsay', 'Recipe', 'Recipes', 'Food', 'Cooking', 'Cookery', 'Hell’s kitchen', 'hells kitchen us', 'hells kitchen uk', 'gordon ramsay', 'hells kitchen', ""hell's kitchen"", 'ramsay hells kitchen', ""hell's kitchen full episodes"", 'hells kitchen full episodes', 'hells kitchen 2018', 'hells kitchen best moments', 'hells kitchen funny moments', 'Gordon Ramsay Hell’s Kitchen', 'Gordon Ramsay Hell’s Kitchen best moments', 'Gordon Ramsay Hell’s Kitchen funny']",37365,4210,190648,13979397,24
139,UCIEv3lZ_tNXHzL3ox-_uUGQ,p6ff-ShY5Bw,Catching and Cooking King Crab - Gordon Ramsay,Gordon heads to arctic Norway to catch the dangerous and delicious king crab. From Gordon Ramsay's The F Word Gordon Ramsay Ultimate Fit Food: ...,"['Entertainment', 'Television_program']",https://i.ytimg.com/vi/p6ff-ShY5Bw/hqdefault.jpg,"['Gordon', 'Gordon Ramsay', 'Ramsay', 'Ramsey', 'Chef Ramsay', 'Recipe', 'Recipes', 'Food', 'Cooking', 'Cookery', 'king crab', 'gordon ramsay crab recipe', 'how to cook king crab', 'norway', 'fish recipe', ""gordon ramsay it's raw"", 'gordon ramsay donkey', 'diving', 'deep sea diving', 'arctic diving']",27685,8722,354750,34671153,24
140,UCIEv3lZ_tNXHzL3ox-_uUGQ,Z5kD6bYPJcA,Hotel Serves 6 MONTH OLD FROZEN Rotisserie Chicken | Hotel Hell,At least she's admitting to it. Gordon Ramsay Ultimate Fit Food - https://amzn.to/2zfvgGh Subscribe for weekly cooking videos. If you liked this clip check out the ...,"['Entertainment', 'Television_program']",https://i.ytimg.com/vi/Z5kD6bYPJcA/hqdefault.jpg,"['Gordon', 'Gordon Ramsay', 'Ramsay', 'Ramsey', 'Chef Ramsay', 'Recipe', 'Recipes', 'Food', 'Cooking', 'Cookery', 'Hotel hell', 'hotel hell usa', 'hotel hell episode', 'hotel hell full', 'hotel hell watch online', 'hotel hell gordon Ramsay', 'hotel hell clip', 'gordon', 'gordon Ramsay', 'chef gordon', 'chef Ramsay', 'hotel hell new', 'hotel hell new episode', 'Gordon Ramsay hotel hell', 'hotel hell season 3', 'hotel hell best moments', 'gordon Ramsay hotel hell best moments']",11195,2581,128502,11073543,24
141,UCIEv3lZ_tNXHzL3ox-_uUGQ,4NnJ-7Y6qwo,Gordon Furious When He&#39;s Served RAW Lamb &amp; Half a Cake | Hotel Hell,And things kick off when there's a confrontation with the owner and chef... Gordon Ramsay Ultimate Fit Food: http://amzn.to/2FznHtk Subscribe for weekly ...,"['Entertainment', 'Television_program']",https://i.ytimg.com/vi/4NnJ-7Y6qwo/hqdefault.jpg,"['Gordon', 'Gordon Ramsay', 'Ramsay', 'Ramsey', 'Chef Ramsay', 'Recipe', 'Recipes', 'Food', 'Cooking', 'Cookery', 'gordon ramsay best insults', 'gordon ramsay it’s raw', 'gordon ramsay steak', 'gordon ramsay idiot sandwich', 'gordon ramsay scrambled eggs', 'gordon ramsay ultimate home cooking', 'hotel hell full episode', 'hotel hell', 'cake']",34678,9145,419506,40716882,24
142,UCIEv3lZ_tNXHzL3ox-_uUGQ,9biIOtEYeHc,Slow-Roasted Pork Belly - Gordon Ramsay,"Slow-roasting really locks in the flavours, and the end result will be a delicious crispy delight perfect to share with family and friends. Gordon Ramsay Ultimate Fit ...","['Food', 'Lifestyle']",https://i.ytimg.com/vi/9biIOtEYeHc/hqdefault.jpg,"['Gordon', 'Gordon Ramsay', 'Ramsay', 'Ramsey', 'Chef Ramsay', 'Recipe', 'Recipes', 'Food', 'Cooking', 'Cookery', 'Pork Belly (Food)', 'Roasting (Culinary Technique)', 'Pork (Food)', 'Kitchen', 'Restaurant', 'Home Cooking']",14281,12994,325094,38278460,24
143,UCIEv3lZ_tNXHzL3ox-_uUGQ,88aDJFdUjH4,Gordon Ramsay Is Stunned by Farmed Caviar; Makes Lobster &amp; Caviar Salad,"Gordon heads to Spain to visit a sustainable sturgeon farm, and experiences first hand how much caviar Can be produced from just one fish. He then whips up a ...","['Entertainment', 'Television_program']",https://i.ytimg.com/vi/88aDJFdUjH4/hqdefault.jpg,"['Gordon', 'Gordon Ramsay', 'Ramsay', 'Ramsey', 'Chef Ramsay', 'Recipe', 'Recipes', 'Food', 'Cooking', 'Cookery', 'gordon ramsay best insults', 'gordon ramsay it’s raw', 'gordon ramsay steak', 'gordon ramsay idiot sandwich', 'gordon ramsay scrambled eggs', 'gordon ramsay ultimate home cooking', 'gordon ramsay caviar', 'how to farm caviar']",38530,15605,474208,45358207,24
144,UCIEv3lZ_tNXHzL3ox-_uUGQ,LQMTClwRCrY,Gordon Meets Two Spoilt Sisters | Hotel Hell,"Gordon tries the hotel's terrible food, the chef no longer enjoys her job and the owners can't stop thinking about themselves. Gordon Ramsay Ultimate Fit Food: ...","['Television_program', 'Entertainment']",https://i.ytimg.com/vi/LQMTClwRCrY/hqdefault.jpg,"['Gordon', 'Gordon Ramsay', 'Ramsay', 'Ramsey', 'Chef Ramsay', 'Recipe', 'Recipes', 'Food', 'Cooking', 'Cookery', 'gordon ramsay best insults', 'gordon ramsay it’s raw', 'gordon ramsay steak', 'gordon ramsay idiot sandwich', 'gordon ramsay scrambled eggs', 'gordon ramsay ultimate home cooking', 'hotel hell', 'hotel hell full episode', 'spoilt sisters', 'sisters']",9889,2151,130292,11868351,24
145,UCIEv3lZ_tNXHzL3ox-_uUGQ,YIjWwZwlHQg,Gordon Ramsay&#39;s Top 10 Tips for Cooking the Perfect Steak,Gordon's coming to you from the newly renovated Gordon Ramsay Steak at Paris Las Vegas to give you the best tips to make the perfect steak! Book your table ...,"['Lifestyle', 'Food']",https://i.ytimg.com/vi/YIjWwZwlHQg/hqdefault.jpg,"['Gordon', 'Gordon Ramsay', 'Ramsay', 'Ramsey', 'Chef Ramsay', 'Recipe', 'Recipes', 'Food', 'Cooking', 'Cookery', 'gordon ramsay steak', 'gordon ramsay steak tips', 'gordon ramsay steak tutorial', 'gordon ramsay cooking steak', 'gordon ramsay steak recipe', 'gordon ramsay cooking', 'gordon ramsay cooking tutorial']",3863,1769,83170,4601162,24
146,UCIEv3lZ_tNXHzL3ox-_uUGQ,ZJy1ajvMU1k,How To Master 5 Basic Cooking Skills - Gordon Ramsay,"We've compiled five previous videos into one, helping you to master your basic skills in the kitchen. Cooking rice, chopping an onion, sharpening a knife, ...","['Television_program', 'Food']",https://i.ytimg.com/vi/ZJy1ajvMU1k/hqdefault.jpg,"['Gordon', 'Gordon Ramsay', 'Ramsay', 'Ramsey', 'Chef Ramsay', 'Recipe', 'Recipes', 'Food', 'Cooking', 'Cookery', 'how to cook pasta', 'how to chop an onion', 'how to sharpen a knife', 'how to debone a fish', 'how to cook rice', 'rice', 'pasta', 'onion', 'cooking basics', 'how to cook']",24327,11155,567165,32558562,24
147,UCIEv3lZ_tNXHzL3ox-_uUGQ,ZRTyv9zSx2M,Owner DEFENDS Boiling Burgers | Hotel Hell,Revolting. Gordon Ramsay Ultimate Fit Food - https://amzn.to/2zfvgGh Subscribe for weekly cooking videos. If you liked this clip check out the rest of Gordon's ...,"['Entertainment', 'Television_program']",https://i.ytimg.com/vi/ZRTyv9zSx2M/hqdefault.jpg,"['Gordon', 'Gordon Ramsay', 'Ramsay', 'Ramsey', 'Chef Ramsay', 'Recipe', 'Recipes', 'Food', 'Cooking', 'Cookery', 'Hotel hell', 'hotel hell usa', 'hotel hell episode', 'hotel hell full', 'hotel hell watch online', 'hotel hell gordon Ramsay', 'hotel hell clip', 'gordon', 'gordon Ramsay', 'chef gordon', 'chef Ramsay', 'hotel hell new', 'hotel hell new episode', 'Gordon Ramsay hotel hell', 'hotel hell season 3', 'hotel hell best moments', 'gordon Ramsay hotel hell best moments']",11231,2038,92841,8796947,24
148,UCIEv3lZ_tNXHzL3ox-_uUGQ,eISbZutaed8,Gordon Ramsay Gets A HUGE Surprise For His 50th Birthday,Gordon Ramsay's family surprise him for his 50th birthday. Gordon Ramsay's Ultimate Fit Food – http://po.st/REpVfP Subscribe for weekly cooking videos.,"['Entertainment', 'Television_program']",https://i.ytimg.com/vi/eISbZutaed8/hqdefault.jpg,"['Gordon', 'Gordon Ramsay', 'Ramsay', 'Ramsey', 'Chef Ramsay', 'Recipe', 'Recipes', 'Food', 'Cooking', 'Cookery', 'matilda ramsay', 'matilda ramsay cooking show', 'matilda ramsay and the ramsay bunch', 'matilda ramsay 2018', 'matilda ramsay and gordon', 'gordon ramsay cooking', 'matilda and the ramsay bunch', 'matilda and the ramsay bunch full episodes', 'gordon ramsay birthday', 'gordon ramsay happy birthday', 'gordon ramsay 50th birthday']",7331,2859,103231,6349914,24
149,UCIEv3lZ_tNXHzL3ox-_uUGQ,yv64abAJvEA,Ramsay&#39;s Classic Scrambled Eggs and Smoked Salmon - Gordon Ramsay,"Gordon Ramsays family traditional creamy egg and smoked salmon breakfast recipe. The most delicious Christmas recipes, cooked up by the world's greatest ...","['Lifestyle', 'Food']",https://i.ytimg.com/vi/yv64abAJvEA/hqdefault.jpg,"['Ramsay', 'healthy', 'Gordon Ramsay (Brand)', 'Health (Broadcast Genre)', 'Kitchen', 'Recipe', 'Cook', 'Restaurant', 'Recipes', 'Chicken', 'Bbq', 'Meat', 'Dinner', 'Cuisine', 'Vegetarian', 'Sauce', 'Salad', 'Eating', 'Foods', 'Beef', 'Pasta', 'Rice', 'Soup', 'Pizza', 'Grill', 'Pork', 'Bread', 'Potatoes', 'Curry', 'Lunch', 'Cheese', 'Easy', 'Vegetables', 'Dining', 'Tomato', 'Organic', 'Meal', 'Sushi', 'Breakfast', 'Culinary', 'Fried', 'Roast', 'Dish', 'Oven', 'Restaurants', 'Sausage', 'Eggs', 'Spaghetti', 'Dessert', 'Chefs', 'Garlic', 'Meals', 'Ramen', 'Cooks', 'Beans', 'Onion']",4331,854,53687,6750830,24
150,UCrUbqTCagwsaP2Fmr0p1TsA,N61pdv7jNiQ,Halloween Madness,Halloween Madness ♥ What I wore: http://bit.ly/1wdZ8Kb Other Places To Find Me: MAIN CHANNEL: http://youtube.com/zoella BLOG : http://www.zoella.co.uk ...,['Lifestyle'],https://i.ytimg.com/vi/N61pdv7jNiQ/hqdefault.jpg,"['zoella', 'morezoella', 'more', 'zoe', 'sugg', 'september', 'vlogs', 'vlog', 'vlogging', 'day in the life', 'zoellabeauty', 'beauty', 'girl online', 'girl', 'online', 'alfie', 'deyes', 'pointlessblog', 'friends', 'british', 'halloween']",12530,1144,115376,6204915,22
151,UCrUbqTCagwsaP2Fmr0p1TsA,iMBPwTB0hZk,ALL THE EMOTIONS,ALL THE EMOTIONS Previous Video: http://bit.ly/1rfJNIW ☆ Main Channel: http://bit.ly/1KSrBJ1 ☆ Blog: http://bit.ly/1P4wU8T ☆ Marks Channel: ...,['Lifestyle'],https://i.ytimg.com/vi/iMBPwTB0hZk/hqdefault.jpg,"['zoella', 'zoe sugg', 'zoe', 'sugg', 'vlogger', 'british', 'vlog', 'vlogs', 'brighton', 'hove', 'friends', 'family', 'fun', 'funny', 'day in the life', 'daily', 'second channel', 'pointlessblog', 'alfie deyes', 'nala', 'pug', 'puppy', 'morezoella', 'more', 'mark', 'ferris', 'mark ferris', 'laughing', 'prank']",238,829,120718,3798651,22
152,UCrUbqTCagwsaP2Fmr0p1TsA,rhvOZGptiBA,DECORATING MARKS FLAT FOR CHRISTMAS | VLOGMAS,DECORATING MARKS FLAT FOR CHRISTMAS ❄ Day 7 of Vlogmas 2018 ❄ ❄ Previous Day - http://bit.ly/2QhPBTe - WITH - ❄ Alfie: http://bit.ly/1GQ42So ...,"['Technology', 'Lifestyle']",https://i.ytimg.com/vi/rhvOZGptiBA/hqdefault.jpg,"['Vlogmas', '2018', 'mark ferris', 'christmas', 'festive', 'singing', 'zoe sugg', 'flat', 'decorating']",311,426,32015,791992,22
153,UCrUbqTCagwsaP2Fmr0p1TsA,4NoU0P81eIw,MARGATE MADNESS WITH MARK,MARGATE MADNESS WITH MARK ⇢ Previous Vlog: http://bit.ly/2DP1zJG ⇢ Everyday Winter Makeup: http://bit.ly/2noUwR9 Who I'm With: ⇢ Mark: ...,['Lifestyle'],https://i.ytimg.com/vi/4NoU0P81eIw/hqdefault.jpg,"['zoe sugg', 'zoella', 'zoe', 'vlog', 'vlogging', 'vlogs', 'daily', 'every', 'day', 'british', 'in the life', 'brighton', 'nala', 'puppy', 'pug', 'alfie deyes', 'pointlessblog', 'beauty', 'fashion', 'makeup', 'lifestyle', 'life', 'clothes', 'outfits', 'dog', 'home', 'interiors', 'books', 'food', 'baking', 'holiday', 'mark ferris', 'best friend', 'vacation', 'weekend', 'margate']",312,368,50401,1279872,22
154,UCrUbqTCagwsaP2Fmr0p1TsA,MZqn-XNj8oM,HALLOWEEN HOUSE SHINDIG,HALLOWEEN HOUSE SHINDIG Previous Vlog: http://bit.ly/2hdSKPW Main Channel: http://bit.ly/2n34AgF Everyone Else In The Video: Alfie: http://bit.ly/1OmfE3n ...,"['Food', 'Lifestyle']",https://i.ytimg.com/vi/MZqn-XNj8oM/hqdefault.jpg,"['zoe sugg', 'zoella', 'zoe', 'vlog', 'vlogging', 'vlogs', 'daily', 'every', 'day', 'british', 'in the life', 'brighton', 'nala', 'puppy', 'pug', 'alfie deyes', 'pointlessblog', 'beauty', 'fashion', 'makeup', 'lifestyle', 'life', 'clothes', 'outfits', 'dog', 'home', 'interiors', 'books', 'food', 'baking', 'halloween', 'party', 'horror', 'movie', 'night', 'friends', 'mark', 'ferris', 'costume']",305,676,54106,1998092,22
155,UCrUbqTCagwsaP2Fmr0p1TsA,ZCGQFdqnpyg,A DAY OF FESTIVE ERRANDS | VLOGMAS,A DAY OF FESTIVE ERRANDS ❄ Vlogmas Day 22 2017 ❄ Previous Day: http://bit.ly/2DCURa3 ❄ Main Channel: http://bit.ly/2n34AgF Who I'm With: ❄ Alfie: ...,['Lifestyle'],https://i.ytimg.com/vi/ZCGQFdqnpyg/hqdefault.jpg,"['zoe sugg', 'zoella', 'zoe', 'vlog', 'vlogging', 'vlogs', 'daily', 'every', 'day', 'british', 'in the life', 'brighton', 'nala', 'puppy', 'pug', 'alfie deyes', 'pointlessblog', 'beauty', 'fashion', 'makeup', 'lifestyle', 'life', 'clothes', 'outfits', 'dog', 'home', 'interiors', 'books', 'food', 'baking', 'vlogmas', 'christmas', 'day two', '2017', 'edinburgh', 'festive', 'holidays']",391,371,44495,1008145,22
156,UCrUbqTCagwsaP2Fmr0p1TsA,DLZcprNndYw,MINI ADVENTURE TO THE MOST FESTIVE CITY | VLOGMAS,MINI ADVENTURE TO THE MOST FESTIVE CITY ❄ Day One of Vlogmas 2018 ❄ - WITH - ❄ Alfie: http://bit.ly/1GQ42So ❄ Sean: http://bit.ly/28KESa4 ❄ Poppy: ...,"['Lifestyle', 'Technology']",https://i.ytimg.com/vi/DLZcprNndYw/hqdefault.jpg,"['Vlogmas', '2018', 'zoesugg', 'mark ferris', 'poppy deyes', 'alfie deyes', 'sean elliott oc', 'christmas', 'festive', 'travel', 'Bruges']",343,498,61051,1236408,22
157,UCrUbqTCagwsaP2Fmr0p1TsA,Kh7SsMrHfDo,HUGE HALLOWEEN SHOPPING DAY,HUGE HALLOWEEN SHOPPING DAY Previous Vlog: http://bit.ly/2xuTS7K Main Channel: http://bit.ly/2n34AgF Who I'm With: Mark: http://bit.ly/1PyjfL9 --- Links ...,['Lifestyle'],https://i.ytimg.com/vi/Kh7SsMrHfDo/hqdefault.jpg,"['zoe sugg', 'zoella', 'zoe', 'vlog', 'vlogging', 'vlogs', 'daily', 'every', 'day', 'british', 'in the life', 'brighton', 'nala', 'puppy', 'pug', 'alfie deyes', 'pointlessblog', 'beauty', 'fashion', 'makeup', 'lifestyle', 'life', 'clothes', 'outfits', 'dog', 'home', 'interiors', 'books', 'food', 'baking', 'vlogtober', 'hallloween', 'haul', 'mark', 'ferris', 'car', 'shopping']",446,734,82034,2587971,22
158,UCrUbqTCagwsaP2Fmr0p1TsA,L6lR8amDxKg,ANT INVASION &amp; GARDEN CENTRE ANTICS,ANT INVASION & GARDEN CENTRE ANTICS ⇢ Pre-Order my new book Cordially Invited: http://bit.ly/2HRDiFm ⇢ Zoella Beauty Products: http://bit.ly/2qoQaMe ...,['Lifestyle'],https://i.ytimg.com/vi/L6lR8amDxKg/hqdefault.jpg,"['zoe sugg', 'zoella', 'zoe', 'vlog', 'vlogging', 'vlogs', 'daily', 'every', 'day', 'british', 'in the life', 'brighton', 'nala', 'puppy', 'pug', 'alfie deyes', 'pointlessblog', 'beauty', 'fashion', 'makeup', 'lifestyle', 'life', 'clothes', 'outfits', 'dog', 'home', 'interiors', 'books', 'food', 'baking', 'mark ferris', 'best friends', 'bff']",302,499,45636,1182763,22
159,UCrUbqTCagwsaP2Fmr0p1TsA,1VmGwCjbBJM,THEY MADE ME DO IT | VLOGMAS,DAY 15 OF VLOGMAS ❄ ❄ Pass The Present Challenge: http://bit.ly/2hEYhye ❄ Blog: http://bit.ly/1Rmnx9K ❄ Alfie: http://bit.ly/2hBx2r8 ❄ Mark: ...,"['Technology', 'Lifestyle']",https://i.ytimg.com/vi/1VmGwCjbBJM/hqdefault.jpg,"['vlogmas', 'christmas', 'festive', 'mark ferris', 'poppy deyes', 'holidays', 'sean elliott oc', 'every day', 'daily', 'countdown', 'advent', 'BINGO', 'alfie deyes', 'zoe sugg', 'zoella', 'nala', 'pug', 'puppy', 'laughing', 'funny']",104,333,58347,1303159,22
160,UCrUbqTCagwsaP2Fmr0p1TsA,FN8egVtN8b4,Florida Day 6 | #Laspar &amp; Cheesecake Factory,"Day six of my trip to Orlando, Florida for PlayList Live Please like and subscribe if you want to see more! People in this video (EVERYONE HAS LEFT US...BOO): ...",['Food'],https://i.ytimg.com/vi/FN8egVtN8b4/hqdefault.jpg,"['florida', 'vlogs', 'orlando', 'vlogging', 'morezoella', 'zoella', 'zoe', 'sugg', 'louise', 'sprinkleofglitter', 'ihop', 'caspar', 'lee', 'laspar', 'cheesecake factory', 'alfie', 'deyes', 'pointlessblog', 'playlist live', '2013', 'shopping', 'british', 'youtubers']",1677,150,26884,1041209,24
161,UCrUbqTCagwsaP2Fmr0p1TsA,ZVileFXm3eI,WINTER BEACH &amp; CRONUTS,WINTER BEACH & CRONUTS Previous Vlog: http://bit.ly/2jIn3Op Main Channel: http://bit.ly/2ikK7ok Who I'm With: Mark: http://bit.ly/1PyjfL9 What I'm Wearing: ...,['Lifestyle'],https://i.ytimg.com/vi/ZVileFXm3eI/hqdefault.jpg,"['zoe sugg', 'zoella', 'zoe', 'vlog', 'vlogging', 'vlogs', 'daily', 'every', 'day', 'british', 'in the life', 'brighton', 'nala', 'puppy', 'pug', 'alfie deyes', 'pointlessblog', 'beauty', 'fashion', 'makeup', 'lifestyle', 'life', 'clothes', 'outfits', 'dog', 'home', 'interiors', 'books', 'food', 'baking', 'mark ferris', 'friends', 'best', 'fun']",319,407,70488,1885747,22
162,UCrUbqTCagwsaP2Fmr0p1TsA,RO3BY-7XiAI,THE CREEPIEST CHRISTMAS PURCHASE | VLOGMAS,THE CREEPIEST CHRISTMAS PURCHASE ❄ Day 13 of Vlogmas 2018 ❄ ❄ Previous Day - http://bit.ly/2QqTPrT - WITH - ❄ Alfie: http://bit.ly/1GQ42So ❄ Sean: ...,"['Technology', 'Lifestyle']",https://i.ytimg.com/vi/RO3BY-7XiAI/hqdefault.jpg,"['Vlogmas', '2018', 'christmas', 'festive', 'zoe sugg', 'mark ferris', 'friends', 'haul', 'garden center']",275,342,29835,898833,22
163,UCrUbqTCagwsaP2Fmr0p1TsA,zgfCFWQlyBc,CHRISTMAS WITH MARK | VLOGMAS,CHRISTMAS WITH MARK ❄ Vlogmas Day 17 2017 ❄ Previous Day: http://bit.ly/2j9feTn ❄ Main Channel: http://bit.ly/2n34AgF Who I'm With: ❄ Mark: ...,"['Technology', 'Lifestyle']",https://i.ytimg.com/vi/zgfCFWQlyBc/hqdefault.jpg,"['zoe sugg', 'zoella', 'zoe', 'vlog', 'vlogging', 'vlogs', 'daily', 'every', 'day', 'british', 'in the life', 'brighton', 'nala', 'puppy', 'pug', 'alfie deyes', 'pointlessblog', 'beauty', 'fashion', 'makeup', 'lifestyle', 'life', 'clothes', 'outfits', 'dog', 'home', 'interiors', 'books', 'food', 'baking', 'vlogmas', 'christmas', 'day two', '2017', 'edinburgh', 'festive', 'holidays', 'mark ferris']",400,763,64357,2392702,22
164,UCrUbqTCagwsaP2Fmr0p1TsA,YKVlgUsLRxQ,Happy Halloween Movie Night,HAPPY HALLOWEEN Hope you all had an amazing day :) Other Places To Find Me: MAIN CHANNEL: http://youtube.com/zoella BLOG : http://www.zoella.co.uk ...,['Lifestyle'],https://i.ytimg.com/vi/YKVlgUsLRxQ/hqdefault.jpg,"['zoella', 'morezoella', 'more', 'zoe', 'sugg', 'september', 'vlogs', 'vlog', 'vlogging', 'day in the life', 'zoellabeauty', 'beauty', 'girl online', 'girl', 'online', 'alfie', 'deyes', 'pointlessblog', 'friends', 'british']",2596,443,64884,1846999,22
165,UCrUbqTCagwsaP2Fmr0p1TsA,iEEjHgAd_2Q,"ICE CREAM, LOLS &amp; CELEB SHOCKER | NYC VLOGS","ICE CREAM, LOLS & CELEB SHOCKER | NYC VLOGS ⇢ Previous Vlog: http://bit.ly/2HdgRur ⇢ Main Channel: http://bit.ly/2n34AgF Who I'm With: ⇢ Joe: ...",['Lifestyle'],https://i.ytimg.com/vi/iEEjHgAd_2Q/hqdefault.jpg,"['zoe sugg', 'zoella', 'zoe', 'vlog', 'vlogging', 'vlogs', 'daily', 'every', 'day', 'british', 'in the life', 'brighton', 'nala', 'puppy', 'pug', 'alfie deyes', 'pointlessblog', 'beauty', 'fashion', 'makeup', 'lifestyle', 'life', 'clothes', 'outfits', 'dog', 'home', 'interiors', 'books', 'food', 'baking', 'New York', 'NYC', 'friends', 'birthday', '28th']",485,547,59124,1819658,22
166,UCrUbqTCagwsaP2Fmr0p1TsA,KTchTt-17uU,Sorting Out My Wardrobe &amp; Too Much Laughing,Sorting Out My Wardrobe & Too Much Laughing ♥ Yesterday's Vlog: http://bit.ly/YFGkFJ ♥ Thumbs up for daily vlogs Niomi: http://bit.ly/Z7Xg7E Gabby: ...,['Lifestyle'],https://i.ytimg.com/vi/KTchTt-17uU/hqdefault.jpg,"['zoella', 'morezoella', 'more', 'zoe', 'sugg', 'september', 'vlogs', 'vlog', 'vlogging', 'day in the life', 'zoellabeauty', 'beauty', 'girl online', 'girl', 'online', 'alfie', 'deyes', 'pointlessblog', 'friends', 'british']",3585,627,103890,3269907,22
167,UCrUbqTCagwsaP2Fmr0p1TsA,Z-FV-rdSdlw,THE HOTTEST DAY,THE HOTTEST DAY Previous Video: http://bit.ly/2a91epC ☆ Main Channel: http://bit.ly/1KSrBJ1 ☆ Blog: http://bit.ly/1P4wU8T ☆ Poppy ...,['Lifestyle'],https://i.ytimg.com/vi/Z-FV-rdSdlw/hqdefault.jpg,"['zoella', 'zoe sugg', 'zoe', 'sugg', 'vlogger', 'british', 'vlog', 'vlogs', 'brighton', 'hove', 'friends', 'family', 'fun', 'funny', 'day in the life', 'daily', 'second channel', 'pointlessblog', 'alfie deyes', 'nala', 'pug', 'puppy', 'morezoella', 'more', 'summer', 'hot', 'water fight', 'poppy deyes', 'sean elliott oc']",186,611,92350,3096550,22
168,UCrUbqTCagwsaP2Fmr0p1TsA,N4y7jKypKvo,THE PUMPKIN CARVING BEGINS,THE PUMPKIN CARVING BEGINS Helloworld Tickets: http://bit.ly/HWZoellaFactory & http://bit.ly/HWZoellaSee Helloworld Website: http://bit.ly/2hLoOhj Who I'm ...,['Lifestyle'],https://i.ytimg.com/vi/N4y7jKypKvo/hqdefault.jpg,"['zoe sugg', 'zoella', 'zoe', 'vlog', 'vlogging', 'vlogs', 'daily', 'every', 'day', 'british', 'in the life', 'brighton', 'nala', 'puppy', 'pug', 'alfie deyes', 'pointlessblog', 'beauty', 'fashion', 'makeup', 'lifestyle', 'life', 'clothes', 'outfits', 'dog', 'home', 'interiors', 'books', 'food', 'baking', 'halloween', 'vlogtober', 'october', 'carving', 'pumpkins', 'pumpkin']",418,457,61245,1513745,22
169,UCrUbqTCagwsaP2Fmr0p1TsA,-T9Txn35OuE,The Cosiest Christmas Eve | VLOGMAS,"The Cosiest Christmas Eve VLOGMAS Links below marked with a ""*"" are ad - affiliate links - which means I receive a percentage of the revenue made from ...",['Lifestyle'],https://i.ytimg.com/vi/-T9Txn35OuE/hqdefault.jpg,"['Zoe Sugg', 'vlog', 'Zoella', 'makeup', 'grwm', 'get ready with me', 'cosmetics', 'Nala', 'pug', 'weekly vlog', 'daily', 'vlogging', 'vlogmas', 'festive', 'christmas', 'eve', 'presents', 'tree', 'cosy', 'cozy']",192,378,24119,698657,22
170,UCrUbqTCagwsaP2Fmr0p1TsA,mwPMliSAc0Q,IT&#39;S FINALLY HERE! | VLOGMAS,DAY 24 OF VLOGMAS ❄ ❄ Giving My Brother A Snowman Makeover: http://bit.ly/2i33JLK ❄ Blog: http://bit.ly/1Rmnx9K ❄ Alfie: http://bit.ly/2hBx2r8 ❄ Sean: ...,,https://i.ytimg.com/vi/mwPMliSAc0Q/hqdefault.jpg,"['vlogmas', 'christmas', 'festive', 'poppy deyes', 'holidays', 'sean elliott oc', 'every day', 'daily', 'countdown', 'advent', 'eve', 'carols', 'church', 'family', 'zoe sugg', 'zoella', '24', 'last', 'day', 'alfie deyes', 'puppy', 'pug', 'dress up', 'costume']",180,456,101237,1889495,22
171,UCrUbqTCagwsaP2Fmr0p1TsA,7DQs8XyJe-8,THE BIG DAY IS FINALLY HERE! | VLOGMAS,THE BIG DAY IS FINALLY HERE! ❄ Vlogmas Day 24 2017 ❄ Previous Day: http://bit.ly/2kSCHJT ❄ Main Channel: http://bit.ly/2n34AgF Who I'm With: ❄ Sean: ...,['Lifestyle'],https://i.ytimg.com/vi/7DQs8XyJe-8/hqdefault.jpg,"['zoe sugg', 'zoella', 'zoe', 'vlog', 'vlogging', 'vlogs', 'daily', 'every', 'day', 'british', 'in the life', 'brighton', 'nala', 'puppy', 'pug', 'alfie deyes', 'pointlessblog', 'beauty', 'fashion', 'makeup', 'lifestyle', 'life', 'clothes', 'outfits', 'dog', 'home', 'interiors', 'books', 'food', 'baking', 'vlogmas', 'christmas', 'day two', '2017', 'edinburgh', 'festive', 'holidays']",147,598,61911,1413215,22
172,UCrUbqTCagwsaP2Fmr0p1TsA,0qY3vJkY2Kk,OUR CHRISTMAS EVE TRADITIONS | VLOGMAS,OUR CHRISTMAS EVE TRADITIONS ❄ Day 24 of Vlogmas 2018 ❄ ❄ Previous Day - http://bit.ly/2EM7aET - WITH - ❄ Alfie: http://bit.ly/1GQ42So ❄ Sean: ...,"['Technology', 'Lifestyle']",https://i.ytimg.com/vi/0qY3vJkY2Kk/hqdefault.jpg,"['Vlogmas', '2018', 'christmas', 'eve', 'festive', 'zoe sugg']",102,573,37470,1066339,22
